video_id,title,channel,category_id,category,views,likes,description,tags,url,published_at,comment_count,country
GQHhiQOwkpo,SNL 김원훈 애드립 웃참 실패한 서예지 #shorts #snl7 #쿠팡플레이,요즘예능 1분요약,23,코미디,7699091,142235,SNL 김원훈 애드립 웃참 실패한 서예지 #shorts #snl7 #쿠팡플레이,"snl,snl 코리아,snl7,snl시즌7,서예지,서예지 딱딱,김원훈,가스라이팅,김원훈 애드립",https://www.youtube.com/watch?v=GQHhiQOwkpo,2025-04-14T03:00:13Z,1601,KR
WG7juzwxzwE,"진짜로 손만 잡고 자면 어떡하냐, 이 등신아!!! #shorts #킹더랜드",드라마내컷,23,코미디,4503756,45479,#shorts #킹더랜드 #이준호 #임윤아 #고원희 #김가은 #김선영,,https://www.youtube.com/watch?v=WG7juzwxzwE,2025-04-15T11:11:00Z,509,KR
rxrZ_CNACsc,쌉T 상담실장의 팩폭ㅋㅋㅋ,쇼케치북,23,코미디,6375897,154727,#스케치코미디 #김민교집합,,https://www.youtube.com/watch?v=rxrZ_CNACsc,2025-04-13T05:14:49Z,1605,KR
ORoA7-K_Xe4,미스터 비스트 더빙 녹음하면 페이는 얼마 받을까? #shorts #아는형님,예능내컷,23,코미디,1522321,26324,#shorts #아는형님 #강호동 #서장훈 #김영철 #이수근 #김희철 #민경훈 #이상민,,https://www.youtube.com/watch?v=ORoA7-K_Xe4,2025-04-19T15:21:00Z,504,KR
cvrdc3FsoE8,이런 여자와 꼭 결혼 해야 하는 이유 #스케치코미디 #코미디 #유머,심심숏폼,23,코미디,1589876,57479,,,https://www.youtube.com/watch?v=cvrdc3FsoE8,2025-04-18T09:30:29Z,177,KR
spIcATGfgsg,삥뜯는 일진 참교육,1분유튜브,23,코미디,1480779,38123,#웃기시네 #스케치코미디 #동거 #일진,"웃기시네,웃기시네 동거,웃기시네 계약동거,웃기시네 동거 몰아보기,웃기시네 계약동거 몰아보기,웃기시네 동거 31,웃기시네 동거 쇼츠,웃기시네 계약동거 31,웃기시네 계약동거 모음,웃기시네 쇼츠,웃기시네 몰아보기,웃기시네 모음,스케치코미디,스케치코미디 동거,스케치코미디 동거 몰아보기,스케치코미디 동거남녀,스케치코미디 동거 31,스케치코미디 동거녀,스케치코미디 여자,스케치코미디 쇼츠,스케치코미디 채널,스케치코미디 몰아보기,스케치코미디 모음,동거,동거 몰아보기,동거계약,동거계약 몰아보기,동거계약 31,계약동거,계약동거 몰아보기,동거남녀,동거남녀 몰아보기,동거녀,동거녀 웃기시네,웃긴영상,웃긴영상 레전드,웃긴영상 쇼츠,웃긴영상 채널,웃긴영상 모음,1분유튜브,시간훅가는쇼츠,시간훅가는채널,뭐볼거없나,재밌는 영상,재밌는 영상 레전드,재밌는 영상 모음,재밌는 영상 쇼츠,쇼츠",https://www.youtube.com/watch?v=spIcATGfgsg,2025-04-18T12:31:05Z,89,KR
0TyxWDdLWkk,이래서 남사친 여사친이 없는듯,1분책임,23,코미디,1502287,31034,"#shorts #스케치코미디 #웃긴짤 #유머 #재밌는영상 #남사친 #여사친 #연애 #커플 

📌풀영상은 ""럽씨"" 유튜브 채널에서 원본으로 보실 수 있습니다
(응큼한 생각하지마라 ㅡㅡ편)
링크: https://youtu.be/8w0EGBHsQeM?si=aqjRU0jHfyiA4uBV
✔모든 영상은 풀영상으로 꼭 보시는 것을 추천드립니다.✌️

#키스",,https://www.youtube.com/watch?v=0TyxWDdLWkk,2025-04-18T10:00:06Z,896,KR
o2BgF4_a5Fc,유부남과 실세,미남재형,23,코미디,1907600,47951,#미남재형 #food #lifestyle #shorts #meme #mufasa #영화 #드라마 #스케치코미디,,https://www.youtube.com/watch?v=o2BgF4_a5Fc,2025-04-16T03:00:51Z,545,KR
x3qTW_VwSvs,내멋대로 살아도 되는 이유 (ib: marrkadams89‬),김켈리 Kellyfornia,23,코미디,1200819,58405,,,https://www.youtube.com/watch?v=x3qTW_VwSvs,2025-04-18T10:01:35Z,566,KR
h92EaTrLLZU,심사위원도 놀란 8살 마술 천재,한 줄 판결,23,코미디,1132821,25762,,,https://www.youtube.com/watch?v=h92EaTrLLZU,2025-04-18T02:09:00Z,127,KR
